Word,uniqueID,grasp_freq_1,grasp_freq_2,grasp_freq_3,grasp_freq_4,grasp_freq_5,grasp_freq_6,grasp_freq_7
polygraph,polygraph,1,4,9,3,10,8,2
pom-pom,pom-pom,0,0,0,0,0,7,33
pomegranate,pomegranate,0,0,0,0,3,14,18
pony,pony,1,7,16,2,7,2,1
poodle,poodle,0,1,4,3,12,13,4
pool table,pool_table,7,8,7,5,7,4,1
popcorn,popcorn,0,0,0,2,4,7,23
poppy,poppy,0,0,0,1,6,8,21
popsicle,popsicle,0,1,0,0,2,7,28
porcupine,porcupine,23,8,4,1,0,0,1
porthole,porthole,9,8,3,6,5,4,0
possum,possum,6,6,12,6,6,2,1
poster,poster,1,0,0,0,5,14,15
pot,pot,0,1,0,2,4,11,19
potato,potato,0,1,0,1,0,16,19
potholder,potholder,0,0,1,0,2,13,21
pothole,pothole,23,3,2,3,0,1,1
potpie,potpie,1,0,6,2,7,10,8
potpourri,potpourri,0,0,4,0,6,16,11
powder,powder,3,6,13,2,7,4,3
power line,power_line,18,5,5,3,3,1,2
praying mantis,praying_mantis,0,7,5,2,7,8,8
pretzel,pretzel,0,1,0,3,1,11,23
printer,printer,0,6,12,3,13,3,1
prism,prism,0,3,2,3,8,10,10
projector,projector,1,0,3,6,16,11,3
propeller,propeller,3,7,11,4,6,4,2
prune,prune,0,0,0,0,4,13,21
puck,puck,0,0,0,1,3,18,17
pudding,pudding,5,9,2,2,8,8,5
puddle,puddle,23,7,0,3,0,1,1
puffin,puffin,5,10,8,5,8,1,2
pug,pug,0,1,2,2,12,11,9
pulley,pulley,0,0,1,3,12,15,8
pulpit,pulpit,6,7,2,1,14,3,5
pump,pump,1,1,4,3,10,13,7
pumpkin,pumpkin,0,3,8,1,11,8,6
punch,punch1,5,7,3,6,8,8,1
punch,punch2,0,0,0,0,6,3,27
punching bag,punching_bag,5,7,9,1,9,4,2
puppet,puppet,0,0,0,2,5,9,22
puppy,puppy,0,0,3,1,14,12,5
purse,purse,0,0,0,1,1,13,21
quad,quad,6,5,5,3,7,4,7
quesadilla,quesadilla,0,0,0,1,7,8,21
quiche,quiche,0,1,2,0,6,13,15
quill,quill,0,0,0,0,4,10,25
quilt,quilt,0,1,0,1,12,11,10
rabbit,rabbit,2,5,10,4,9,3,3
raccoon,raccoon,7,10,13,1,6,0,0
racehorse,racehorse,7,8,7,2,9,4,3
rack,rack1,0,1,6,4,9,10,7
rack,rack2,4,7,5,5,9,6,4
racket,racket,0,0,0,1,2,6,25
radar,radar,7,6,8,6,3,1,1
radiator,radiator,6,4,7,3,7,6,1
radio,radio,0,0,0,2,13,18,6
radish,radish,1,0,0,2,6,9,20
raft,raft,2,5,9,7,11,5,1
rag,rag,0,0,0,0,3,7,27
railing,railing,0,1,0,0,4,10,21
rain gauge,rain_gauge,0,0,0,2,7,15,14
raincoat,raincoat,0,0,0,2,3,8,23
raisin,raisin,0,0,1,0,1,10,25
rake,rake,0,0,0,0,3,9,25
ram,ram,7,16,5,1,4,5,1
ramp,ramp,4,10,5,2,9,2,6
raspberry,raspberry,0,1,0,1,2,8,27
rat,rat,4,8,10,3,11,3,0
ratchet,ratchet,0,0,2,0,5,12,20
rattle,rattle,0,0,0,0,1,10,25
rattlesnake,rattlesnake,8,10,10,4,4,2,1
ravioli,ravioli,0,0,3,1,6,14,14
razor,razor,0,0,0,1,3,15,20
razor blade,razor_blade,2,2,11,0,10,6,7
ready meal,ready_meal,0,0,0,1,5,13,19
rearview mirror,rearview_mirror,0,0,0,0,2,19,17
recliner,recliner,3,7,5,4,7,9,4
record,record,0,0,2,2,4,11,19
record player,record_player,0,1,4,3,15,10,3
recorder,recorder,0,0,0,1,1,14,21
red carpet,red_carpet,0,4,8,3,13,8,3
reel,reel,0,1,0,3,11,15,6
refrigerator,refrigerator,11,6,6,4,3,6,2
reindeer,reindeer,9,11,4,4,4,5,1
remote control,remote_control,0,0,0,0,2,3,31
retainer,retainer,0,0,0,1,5,10,17
revolver,revolver,1,1,1,0,10,8,18
revolving door,revolving_door,2,4,2,5,12,11,2
rhinoceros,rhinoceros,23,5,2,1,0,1,3
rhubarb,rhubarb,0,0,0,3,2,14,18
ribbon,ribbon,0,0,1,2,2,8,25
rice,rice,0,0,6,1,4,9,19
rickshaw,rickshaw,1,1,3,8,15,7,3
rifle,rifle,0,1,1,0,15,14,7
rim,rim,1,1,4,3,15,12,1
ring,ring,0,0,0,0,6,5,26
riser,riser,7,6,7,1,7,9,1
road sign,road_sign,1,3,3,2,13,9,6
roadsweeper,roadsweeper,11,12,3,2,10,1,0
robe,robe,0,1,0,1,4,17,15
robot,robot,0,1,5,8,16,8,2
rock,rock,5,7,5,6,4,3,5
rocket,rocket,25,5,1,1,1,3,1
rocking chair,rocking_chair,0,2,5,3,10,13,2
rocking horse,rocking_horse,1,1,6,3,14,11,3
roll,roll,0,0,0,2,1,8,26
roller,roller,1,3,3,3,9,11,7
roller coaster,roller_coaster,19,4,3,2,6,3,1
rollerblade,rollerblade,0,0,3,2,6,19,7
rollerskate,rollerskate,0,0,1,1,11,13,10
rolling pin,rolling_pin,0,0,0,2,6,13,15
roof rack,roof_rack,1,3,7,3,9,7,7
rooster,rooster,2,8,11,1,8,8,1
root,root,3,6,8,6,7,8,2
rope,rope,0,0,1,3,10,13,13
rosary,rosary,0,0,4,1,1,6,24
rose,rose,0,0,1,1,3,18,16
roulette wheel,roulette_wheel,1,0,8,8,8,8,3
router,router,0,1,1,1,8,13,13
rubber band,rubber_band,0,0,0,0,1,5,33
ruby,ruby,1,0,0,1,7,11,18
rudder,rudder,0,3,5,7,12,6,4
rug,rug,0,5,4,2,11,13,4
ruler,ruler,0,1,0,0,2,8,27
rust,rust,17,5,2,4,6,2,2
saddle,saddle,0,0,13,2,10,9,4
safety pin,safety_pin,0,0,0,2,2,10,24
saffron,saffron,0,1,2,2,11,11,12
sail,sail,3,4,9,2,12,6,2
sailboat,sailboat,11,9,4,4,3,4,1
salad,salad,0,1,5,4,8,10,10
salami,salami,0,0,1,3,5,19,8
saltshaker,saltshaker,0,0,0,0,2,8,28
sand,sand,2,5,7,4,6,8,6
sandal,sandal,0,0,0,0,5,14,14
sandbag,sandbag,3,7,9,1,9,7,3
sandbox,sandbox,11,6,5,7,5,2,1
sandcastle,sandcastle,7,16,2,3,2,3,3
sandpaper,sandpaper,0,0,1,3,7,13,15
sandwich,sandwich,0,0,0,0,5,14,21
sarcophagus,sarcophagus,7,10,8,1,7,2,0
sardine,sardine,1,2,6,3,8,7,9
satellite,satellite,21,5,5,4,2,0,1
satellite dish,satellite_dish,5,10,5,2,6,4,3
sauce,sauce,1,3,2,4,3,15,8
saucer,saucer,0,1,1,1,6,12,17
sauerkraut,sauerkraut,1,0,1,2,11,9,12
sausage,sausage,0,0,0,1,4,16,18
saw,saw,0,1,1,1,2,25,9
sawhorse,sawhorse,0,4,5,2,11,13,5
saxophone,saxophone,0,0,4,2,15,10,9
scaffold,scaffold,6,3,7,3,8,9,1
scaffolding,scaffolding,6,7,2,2,8,11,2
scale,scale,0,0,3,5,11,15,3
scallion,scallion,0,0,0,0,1,9,25
scallop,scallop,0,1,3,1,7,12,10
scalpel,scalpel,0,0,1,1,2,7,24
scanner,scanner,3,2,6,4,13,5,4
scarecrow,scarecrow,0,0,4,3,14,9,10
scarf,scarf,0,0,0,0,1,7,31
school bus,school_bus,19,5,4,3,5,0,1
scissors,scissors,0,1,1,0,4,8,22
scone,scone,0,0,0,0,5,11,23
scoop,scoop,0,0,0,1,3,6,27
scooter,scooter,0,0,0,4,11,10,10
scoreboard,scoreboard,13,6,4,3,3,5,1
scorpion,scorpion,4,9,6,3,10,3,1
scrabble,scrabble,0,1,1,1,4,17,13
scrambled egg,scrambled_egg,1,2,4,3,12,11,4
scraper,scraper,0,0,0,0,3,13,22
screen,screen1,1,7,5,2,14,8,1
screen,screen2,1,1,5,3,8,10,11
screw,screw,0,0,0,0,4,9,24
screwdriver,screwdriver,0,0,1,1,2,10,25
scuba,scuba,0,0,7,6,8,12,4
sea urchin,sea_urchin,12,15,9,0,3,0,1
seafood,seafood,0,0,1,1,10,14,11
seagull,seagull,7,12,8,1,6,3,3
seahorse,seahorse,6,6,6,9,9,3,1
seal,seal,5,16,6,4,2,1,0
seaplane,seaplane,17,7,1,7,3,2,0
seatbelt,seatbelt,0,0,0,1,5,10,19
seaweed,seaweed,0,0,3,3,14,6,12
seed,seed,0,0,1,0,2,8,25
seesaw,seesaw,1,5,1,3,15,10,3
seismograph,seismograph,4,10,6,9,5,4,1
sequin,sequin,0,0,4,0,8,10,17
sewage,sewage,14,5,4,5,6,3,2
sewing kit,sewing_kit,0,0,0,0,6,12,16
sewing machine,sewing_machine,1,1,5,4,15,8,5
shaker,shaker,0,0,0,3,5,19,12
shark,shark,27,8,1,0,3,0,1
shaving cream,shaving_cream,0,4,4,2,9,7,14
shawl,shawl,0,0,0,0,3,20,15
shears,shears,0,0,4,0,10,14,8
sheath,sheath,0,0,0,2,4,13,19
sheep,sheep,1,6,13,4,8,4,1
sheet,sheet,0,0,0,0,7,15,16
shelf,shelf,3,4,8,5,7,3,5
shell,shell1,0,0,1,0,2,16,18
shell,shell2,0,0,0,0,3,8,26
shell,shell3,0,0,1,2,2,13,18
shield,shield,0,0,5,6,4,12,10
ship,ship,16,8,5,2,3,2,1
shirt,shirt,0,0,0,0,2,11,25
shoe,shoe,0,1,1,0,3,14,16
shoe polish,shoe_polish,1,0,3,2,2,16,12
shoehorn,shoehorn,0,0,0,2,5,6,21
shoelace,shoelace,0,0,0,1,0,12,25
shopping basket,shopping_basket,0,0,0,2,3,12,21
shopping cart,shopping_cart,0,2,0,4,6,15,12
shortbread,shortbread,0,0,0,0,2,10,24
shorts,shorts,0,1,0,1,3,8,25
shoulder,shoulder,1,0,0,5,3,17,13
shovel,shovel,0,0,2,2,11,7,17
shower,shower,19,6,2,3,1,4,0
shower cap,shower_cap,0,0,0,0,3,9,26
shower curtain,shower_curtain,0,0,1,2,5,9,21
showerhead,showerhead,0,0,1,2,8,15,13
shredder,shredder,0,5,8,4,11,9,0
shrimp,shrimp,0,1,3,2,11,8,12
shuffleboard,shuffleboard,5,6,6,1,11,10,0
shutter,shutter,0,2,3,4,11,7,8
sickle,sickle,0,0,1,0,8,21,7
sidecar,sidecar,4,8,5,1,8,5,4
sifter,sifter,0,1,0,0,2,7,24
silicone,silicone,0,0,0,5,10,14,9
silverware,silverware,1,0,1,1,3,5,28
sim card,sim_card,0,0,4,0,10,9,15
sink,sink,2,4,6,3,9,9,4
siren,siren,2,6,5,6,7,7,3
skateboard,skateboard,0,2,1,2,7,10,17
skeleton,skeleton,2,5,7,4,8,6,4
skewer,skewer,0,0,0,0,7,10,20
ski,ski,0,2,3,2,14,10,6
ski boots,ski_boots,0,0,3,2,11,13,7
ski lift,ski_lift,4,8,6,7,6,7,1
ski pole,ski_pole,0,0,1,0,5,17,14
skin,skin,0,2,4,3,11,9,8
skirt,skirt,0,0,0,2,3,10,24
skull,skull,1,2,5,4,11,7,6
skunk,skunk,5,9,11,5,4,2,2
sled,sled,0,0,1,5,15,13,5
sledgehammer,sledgehammer,1,0,5,0,9,19,3
sleeping bag,sleeping_bag,0,0,3,4,6,17,6
slicer,slicer,1,7,9,2,11,6,4
slide,slide,9,3,3,4,11,6,3
slime,slime,0,2,14,2,10,6,4
sling,sling,0,0,0,3,4,10,21
slingshot,slingshot,0,0,1,2,3,13,19
slipper,slipper,0,1,0,3,1,10,21
slot,slot,5,11,7,6,4,2,3
slot machine,slot_machine,4,6,4,6,7,5,4
sloth,sloth,3,5,10,10,6,2,1
slug,slug,0,4,7,4,9,9,6
smoke alarm,smoke_alarm,0,1,1,3,3,17,14
smoothie,smoothie,1,1,4,1,11,6,13
snack,snack,0,0,0,1,3,17,18
snail,snail,0,0,2,2,6,12,16
snake,snake,5,14,9,1,5,4,1
snorkel,snorkel,0,1,0,2,5,18,12
snow,snow,0,2,4,4,7,9,12
snowball,snowball,0,0,1,0,5,12,20
snowboard,snowboard,0,2,1,1,10,16,8
snowman,snowman,3,7,13,1,9,3,1
snowmobile,snowmobile,5,7,1,4,7,9,5
snowplow,snowplow,11,7,1,3,8,3,1
snowshoe,snowshoe,0,0,3,3,7,17,8
snowsuit,snowsuit,0,1,1,0,10,12,15
soap,soap,0,0,5,2,8,13,11
soccer ball,soccer_ball,0,0,2,1,12,9,12
sock,sock,0,0,0,1,2,6,29
soda,soda,5,5,1,3,5,10,10
soda fountain,soda_fountain,6,8,7,2,8,4,2
sofa bed,sofa_bed,4,9,7,2,11,4,1
solar panel,solar_panel,4,7,11,3,6,6,1
soldering iron,soldering_iron,0,0,1,0,7,16,12
sombrero,sombrero,0,0,0,0,3,18,18
sonogram,sonogram,1,4,1,6,6,10,10
sorbet,sorbet,0,2,3,7,7,7,12
souffle,souffle,1,4,4,3,6,9,12
soup,soup,7,5,10,1,5,6,2
soy sauce,soy_sauce,6,5,0,2,5,10,10
space shuttle,space_shuttle,26,5,2,1,2,0,2
spacesuit,spacesuit,1,3,6,6,9,9,4
spaghetti,spaghetti,0,2,6,1,11,8,10
spam,spam,0,1,3,2,3,11,17
spareribs,spareribs,0,1,2,0,5,12,16
spark plug,spark_plug,0,0,0,1,5,12,21
sparkler,sparkler,0,0,1,1,7,8,20
spatula,spatula,0,0,0,0,1,8,27
speaker,speaker,0,8,4,3,17,4,4
spear,spear,0,0,0,2,5,12,19
speedboat,speedboat,18,4,5,4,1,3,1
speedometer,speedometer,3,6,9,4,4,5,5
spider,spider,4,3,7,4,4,10,6
spider web,spider_web,7,5,5,4,5,9,2
spinach,spinach,0,0,0,0,2,9,25
splinter,splinter,0,7,11,0,6,5,5
sponge,sponge,0,0,0,0,6,14,17
spool,spool,0,1,2,4,6,14,10
spoon,spoon,0,0,0,0,1,4,32
spout,spout,1,1,2,9,6,11,9
spring roll,spring_roll,0,0,1,0,4,11,21
springboard,springboard,0,3,8,4,17,6,0
sprinkler,sprinkler,1,1,3,1,13,14,6
sprouts,sprouts,0,1,0,0,5,15,16
spur,spur,0,1,6,3,8,10,11
squash,squash,0,0,1,1,6,14,16
squeegee,squeegee,0,0,0,1,7,13,17
squid,squid,2,9,12,4,7,2,4
squirrel,squirrel,6,10,8,4,4,4,3
squirt gun,squirt_gun,0,0,0,1,3,13,21
stained glass,stained_glass,3,8,9,6,5,2,1
stair,stair,9,6,7,3,4,3,3
stake,stake,0,0,0,1,1,12,25
stalagmite,stalagmite,3,4,8,4,12,4,1
stamp,stamp1,0,0,1,1,5,9,23
stamp,stamp2,0,0,0,1,0,13,23
staple,staple,0,0,8,1,3,7,21
staple gun,staple_gun,0,0,0,1,6,10,15
stapler,stapler,0,0,0,0,6,12,21
star fruit,star_fruit,0,0,0,1,5,13,19
starfish,starfish,0,1,6,4,12,12,5
station wagon,station_wagon,16,7,5,2,5,1,3
statue,statue,10,7,6,5,7,0,2
steak,steak,0,0,2,1,4,17,13
steamroller,steamroller,18,7,3,3,4,4,0
steering wheel,steering_wheel,0,0,0,0,4,12,19
stem,stem,0,0,2,0,6,11,19
step stool,step_stool,1,0,2,3,6,18,7
stereo,stereo,0,3,3,2,13,16,1
stethoscope,stethoscope,0,0,1,2,0,12,23
stew,stew,3,5,2,10,5,8,5
stick,stick,0,1,0,0,4,14,21
sticker,sticker,0,1,0,1,0,14,21
stiletto,stiletto,0,0,0,1,7,9,19
stilt,stilt,0,0,3,1,8,14,9
stingray,stingray,9,14,4,2,4,3,1
stir fry,stir_fry,0,0,1,4,12,6,16
stirrup,stirrup,1,2,1,3,8,12,9
stockings,stockings,0,0,0,0,6,12,20
stomach,stomach,6,3,3,3,12,5,5
stool,stool,0,1,3,1,8,15,9
stopwatch,stopwatch,0,0,0,1,4,7,25
stove,stove1,7,12,8,3,3,3,0
stove,stove2,4,9,9,1,10,4,3
straightjacket,straightjacket,0,3,2,3,8,10,11
strainer,strainer,0,0,0,2,6,12,17
strap,strap,0,0,0,1,2,12,22
straw,straw1,0,0,1,1,4,18,15
straw,straw2,1,0,0,2,5,3,27
strawberry,strawberry,0,0,0,2,2,7,27
streetlight,streetlight,9,12,7,0,6,0,3
stretcher,stretcher,0,0,4,1,16,9,7
string cheese,string_cheese,0,0,0,0,5,10,22
stroller,stroller,1,0,3,1,11,8,12
stuffing,stuffing,1,1,2,4,13,11,8
stump,stump,15,13,6,1,2,2,0
submarine,submarine,27,5,2,1,1,1,0
subway,subway,18,6,2,4,4,2,1
sugar cube,sugar_cube,0,0,0,1,1,10,22
suit,suit,0,0,0,0,5,22,10
suitcase,suitcase,0,0,2,1,11,16,8
sundae,sundae,0,0,1,3,12,14,8
sundial,sundial,0,3,6,7,10,10,3
sunflower,sunflower,0,1,0,0,10,13,16
sunglasses,sunglasses,0,0,0,2,2,9,23
sunroof,sunroof,2,9,10,4,9,6,0
surfboard,surfboard,0,0,8,2,17,7,2
sushi,sushi,0,0,0,2,3,14,19
suspenders,suspenders,0,1,0,0,5,11,21
swab,swab,0,0,1,0,2,12,23
swan,swan,5,15,13,0,3,1,0
sweater,sweater,0,0,0,3,4,7,21
sweatsuit,sweatsuit,0,0,0,0,3,14,18
sweeper,sweeper,0,0,0,0,2,16,21
sweet potato,sweet_potato,0,0,0,0,0,15,21
swimming pool,swimming_pool,16,6,2,2,3,3,1
swimsuit,swimsuit,0,0,0,1,3,10,23
swing,swing,0,2,1,5,9,14,8
swing set,swing_set,1,4,2,1,13,13,5
switch,switch,1,1,0,1,5,13,18
swizzle stick,swizzle_stick,0,0,0,1,1,10,23
sword,sword,0,0,0,2,9,14,9
swordfish,swordfish,20,8,5,1,2,2,0
syringe,syringe,0,0,1,0,7,10,19
syrup,syrup,3,6,5,1,9,11,2
t-shirt,t-shirt,0,1,0,1,0,9,26
tab,tab,0,0,1,0,4,8,23
table,table,1,2,6,5,11,9,6
tablecloth,tablecloth,0,1,1,1,4,13,19
tablet,tablet,0,0,0,0,6,13,19
tack,tack,0,0,5,3,4,6,17
tackle,tackle,1,2,1,2,6,9,16
taco,taco,0,0,1,0,6,15,16
tadpole,tadpole,4,6,8,1,8,5,6
taffy,taffy,0,0,0,1,1,7,29
tag,tag,0,0,2,2,4,6,22
taillight,taillight,3,5,4,3,4,9,9
tamale,tamale,0,0,1,1,4,12,17
tambourine,tambourine,1,0,2,1,2,11,16
tank,tank1,23,6,1,1,3,3,2
tank,tank2,4,3,14,2,10,2,0
tape,tape,0,0,0,1,3,9,26
tape measure,tape_measure,0,0,0,1,5,13,19
tape recorder,tape_recorder,0,0,0,2,6,13,16
tapestry,tapestry,0,1,1,1,8,13,15
tarantula,tarantula,5,8,3,4,11,4,5
target,target,0,6,9,3,9,6,4
tarp,tarp,1,0,1,1,8,16,11
tattoo,tattoo,17,5,3,11,0,4,0
taxi,taxi,14,11,1,4,6,1,2
tea,tea,4,2,1,7,3,13,6
teabag,teabag,0,0,0,4,3,6,24
teacup,teacup,0,0,0,0,4,11,23
teapot,teapot,0,0,0,1,7,11,17
teddy bear,teddy_bear,0,0,0,1,3,14,17
tee,tee,0,0,2,1,1,5,30
teepee,teepee,1,6,14,5,5,4,2
telegraph,telegraph,0,1,2,1,14,15,6
telephone pole,telephone_pole,7,9,7,4,6,2,2
telescope,telescope,0,0,2,3,15,14,4
television,television,2,4,9,4,14,4,3
tennis ball,tennis_ball,0,0,0,0,3,7,29
tent,tent,1,8,5,4,6,10,3
terrarium,terrarium,1,1,2,6,3,17,7
test tube,test_tube,0,0,2,0,3,12,22
thermometer,thermometer,0,0,0,1,3,11,21
thermos,thermos,1,0,0,1,6,11,19
thermostat,thermostat,0,4,1,2,3,16,7
thimble,thimble,0,0,0,2,2,8,25
thorn,thorn,10,6,8,0,1,5,2
thread,thread,0,0,2,0,5,12,20
throne,throne,5,3,7,3,10,7,3
thumb,thumb,0,0,0,2,1,14,23
thumbtack,thumbtack,0,0,2,1,5,14,14
tiara,tiara,0,0,0,0,3,15,19
tick,tick,4,6,8,3,5,4,6
ticktacktoe,ticktacktoe,7,0,1,11,3,7,10
tie,tie,0,0,0,0,3,8,26
tiger,tiger,20,11,1,1,2,1,1
tile,tile,0,0,4,5,13,6,8
timer,timer,0,1,0,0,2,13,23
tinsel,tinsel,0,0,0,0,3,8,23
tiramisu,tiramisu,1,3,6,3,4,11,11
toad,toad,3,4,9,2,9,9,2
toast,toast,1,0,0,0,5,12,19
toaster,toaster,0,0,4,3,7,16,8
toaster oven,toaster_oven,1,2,5,2,13,14,1
toe,toe,0,0,0,1,1,13,21
toga,toga,1,0,0,0,5,9,21
toilet,toilet,8,7,7,2,8,2,0
toilet paper,toilet_paper,0,0,0,0,1,8,28
tomato,tomato,0,0,0,2,1,12,22
tomato sauce,tomato_sauce,7,12,6,4,1,4,2
tongs,tongs,1,0,0,0,2,9,22
tongue,tongue,0,3,6,3,8,4,12
tool,tool,0,0,0,1,3,15,19
toolbox,toolbox,1,1,1,3,12,18,3
tooth,tooth,0,1,2,1,9,13,12
toothbrush,toothbrush,0,0,0,0,0,10,28
toothpaste,toothpaste,1,3,2,2,1,12,17
toothpick,toothpick,0,0,1,0,3,10,24
top hat,top_hat,0,0,0,1,3,11,21
torch,torch,1,0,0,1,13,14,8
torpedo,torpedo,17,7,3,2,1,3,1
torso,torso,0,0,8,3,14,9,3
tortellini,tortellini,0,1,0,0,4,13,18
tortilla,tortilla,0,0,1,0,1,14,18
tostada,tostada,0,0,1,0,9,10,17
totem pole,totem_pole,10,5,6,3,6,3,1
toucan,toucan,6,6,9,4,6,3,3
touchpad,touchpad,8,4,1,4,8,5,7
towel,towel,0,0,1,0,1,11,22
towel rack,towel_rack,0,0,2,1,11,12,11
toy,toy,0,0,0,1,5,15,18
tractor,tractor,10,9,2,4,6,5,2
traffic light,traffic_light,7,11,5,3,5,7,1
trailer,trailer,8,7,7,6,4,4,2
train,train,16,9,4,3,1,0,2
train car,train_car,22,4,2,4,2,2,0
train set,train_set,1,4,6,3,9,12,5
trampoline,trampoline,2,6,10,2,14,1,3
trap,trap,0,1,2,10,12,13,1
trapdoor,trapdoor,0,1,4,3,18,8,5
trashcan,trashcan,0,1,6,3,11,13,5
tray,tray,0,0,0,1,3,14,17
treadmill,treadmill,4,3,8,4,11,5,5
treasure,treasure,1,5,4,5,10,6,8
tree,tree,2,6,7,2,9,12,1
tree trunk,tree_trunk,5,10,11,5,6,1,1
triangle,triangle,0,0,0,2,1,12,24
tricycle,tricycle,0,1,2,3,16,8,8
trident,trident,0,0,2,1,13,15,8
trigger,trigger,0,0,1,4,4,14,16
tripod,tripod,0,0,0,1,8,18,10
trolley,trolley,16,6,2,5,4,1,1
trombone,trombone,0,1,2,0,12,11,12
trophy,trophy,0,0,0,2,17,13,6
trough,trough,4,12,6,5,10,0,2
trowel,trowel,0,0,0,0,2,14,24
truck,truck,21,6,3,3,3,0,1
trumpet,trumpet,0,0,2,1,12,15,9
trunk,trunk,3,5,7,3,9,5,2
tuba,tuba,0,5,7,2,14,7,4
tube top,tube_top,0,0,0,1,3,10,22
tugboat,tugboat,16,11,0,5,3,2,2
tulip,tulip,0,0,1,1,3,12,20
tumbleweed,tumbleweed,1,3,11,2,9,11,2
tuning fork,tuning_fork,0,0,0,1,3,8,25
tupperware,tupperware,0,0,0,0,2,17,19
turban,turban,1,1,2,1,8,11,13
turbine,turbine,14,10,7,1,2,0,2
turf,turf,1,4,11,5,9,6,1
turkey,turkey,3,4,11,6,8,5,0
turnstile,turnstile,0,0,5,2,14,11,6
turntable,turntable,0,2,6,7,13,7,5
turtle,turtle,0,3,4,3,16,9,4
turtleneck,turtleneck,0,0,1,2,3,6,22
tuxedo,tuxedo,0,1,2,2,7,18,9
tweezers,tweezers,0,0,0,1,3,4,29
twig,twig,0,0,1,1,4,10,22
typewriter,typewriter,0,1,9,2,12,8,2
ukulele,ukulele,0,0,0,0,4,14,19
umbrella,umbrella,0,0,0,1,1,10,27
undershirt,undershirt,0,0,0,0,1,9,29
underwear,underwear,0,0,0,1,2,6,29
unicycle,unicycle,0,3,4,1,20,8,3
uniform,uniform,1,0,0,1,6,18,11
urinal,urinal,10,5,6,3,9,4,2
urn,urn,0,1,2,3,12,16,5
vacuum,vacuum,0,0,3,0,11,14,9
valve,valve,0,0,0,1,8,10,16
van,van,16,10,3,4,3,2,0
vase,vase,1,0,1,2,16,13,5
vegetable,vegetable,0,1,0,0,6,14,16
veil,veil,1,0,0,2,2,18,14
velcro,velcro,0,0,1,2,6,12,15
vending machine,vending_machine,14,5,5,1,7,4,0
vent,vent,1,3,10,7,9,7,1
vest,vest,0,0,0,3,3,12,19
vial,vial,0,0,0,0,4,15,18
videocassette,videocassette,0,2,1,0,0,9,25
videogame,videogame,2,1,0,4,4,19,7
viewfinder,viewfinder,0,3,1,1,13,14,5
violin,violin,0,1,0,1,12,15,9
vise,vise,1,4,5,3,11,10,4
visor,visor,0,0,0,0,2,14,21
volleyball,volleyball,0,1,2,1,7,14,11
vulture,vulture,9,16,4,5,1,1,2
wafer,wafer,0,1,0,0,2,9,25
waffle,waffle,0,1,0,1,3,15,17
waffle iron,waffle_iron,0,1,2,2,17,11,5
wagon,wagon,5,8,6,3,7,5,2
walker,walker1,0,0,0,2,4,13,17
walker,walker2,0,0,0,3,17,10,7
wall,wall,13,8,8,2,5,1,0
wallet,wallet,0,0,0,1,0,12,24
wallpaper,wallpaper,6,3,4,4,5,8,8
walnut,walnut,0,0,0,0,2,7,27
walrus,walrus,23,7,7,0,1,1,0
wand,wand,0,0,0,1,1,12,24
warthog,warthog,16,14,5,0,2,0,1
washboard,washboard,0,1,2,1,13,12,9
washcloth,washcloth,0,0,0,1,3,9,24
washing machine,washing_machine,11,11,4,2,4,3,2
wasp,wasp,9,8,1,4,6,6,3
watch,watch,0,0,0,0,3,14,22
water bottle,water_bottle,0,1,0,1,1,17,17
water cooler,water_cooler,1,6,10,1,14,4,4
water filter,water_filter,0,0,2,0,7,22,8
water fountain,water_fountain,4,3,6,1,4,14,3
water heater,water_heater,10,7,11,1,8,1,1
watering can,watering_can,1,0,2,0,7,12,15
watermelon,watermelon,4,5,4,2,13,10,1
waterwheel,waterwheel,12,3,7,3,7,2,2
wax,wax,1,3,5,5,15,7,4
wax paper,wax_paper,0,0,0,1,8,13,17
weasel,weasel,3,6,7,4,9,5,1
weather vane,weather_vane,0,3,6,6,11,10,3
webcam,webcam,0,0,1,1,3,9,21
wedding cake,wedding_cake,3,3,14,3,12,1,4
wedge,wedge,0,0,0,1,7,14,15
weed,weed,0,0,3,1,7,11,14
wetsuit,wetsuit,0,1,1,2,9,14,10
whale,whale,27,6,0,0,3,0,2
wheat,wheat,0,0,0,0,4,13,20
wheel,wheel,2,3,7,4,11,9,3
wheelbarrow,wheelbarrow,0,1,2,2,11,11,12
wheelchair,wheelchair,0,1,2,2,14,11,9
whip,whip,0,0,0,0,2,10,23
whipped cream,whipped_cream,3,6,6,3,8,6,5
whisk,whisk,0,1,0,0,1,11,24
whistle,whistle,0,0,0,1,2,7,29
whiteboard,whiteboard,3,5,9,4,12,2,4
whoopee cushion,whoopee_cushion,0,0,0,1,2,10,24
wick,wick,0,0,4,0,6,14,13
wig,wig,0,0,0,0,3,14,18
wind chimes,wind_chimes,0,0,2,4,9,14,11
window,window,2,6,8,5,10,8,0
windowsill,windowsill,1,3,2,6,13,8,4
windshield,windshield,11,9,10,2,1,2,2
windshield wiper,windshield_wiper,0,0,0,5,8,11,16
windsock,windsock,1,1,3,4,8,13,7
wine,wine,3,3,5,3,4,9,10
wine bottle,wine_bottle,1,0,2,1,4,12,19
wine cooler,wine_cooler,0,0,2,2,8,17,9
wineglass,wineglass,0,0,0,1,3,9,23
wing,wing,15,7,4,4,3,3,2
