Word,uniqueID,hold_freq_1,hold_freq_2,hold_freq_3,hold_freq_4,hold_freq_5,hold_freq_6,hold_freq_7
ticktacktoe,ticktacktoe,8,0,2,13,3,5,8
tie,tie,0,0,0,0,2,7,28
tiger,tiger,26,9,1,1,0,0,0
tile,tile,0,1,2,2,16,7,8
timer,timer,0,0,0,0,1,11,27
tinsel,tinsel,0,0,0,0,3,8,23
tiramisu,tiramisu,0,3,4,2,7,9,14
toad,toad,4,2,8,1,9,8,6
toast,toast,0,0,1,0,1,10,25
toaster,toaster,0,0,0,2,8,16,12
toaster oven,toaster_oven,2,1,6,3,13,10,3
toe,toe,0,0,0,2,4,10,20
toga,toga,0,0,1,0,3,8,24
toilet,toilet,17,7,4,3,2,1,0
toilet paper,toilet_paper,0,0,0,0,2,5,30
tomato,tomato,0,0,0,1,0,11,25
tomato sauce,tomato_sauce,6,8,7,2,5,6,2
tongs,tongs,0,0,0,0,1,10,23
tongue,tongue,1,4,7,2,10,4,8
tool,tool,0,0,0,1,3,16,18
toolbox,toolbox,0,1,1,6,14,14,3
tooth,tooth,0,0,2,2,7,13,14
toothbrush,toothbrush,0,0,0,0,0,10,28
toothpaste,toothpaste,0,2,1,4,4,8,19
toothpick,toothpick,0,0,0,2,0,10,26
top hat,top_hat,0,0,0,0,1,11,24
torch,torch,0,0,1,1,13,12,10
torpedo,torpedo,22,7,0,0,1,3,1
torso,torso,1,5,10,4,8,5,4
tortellini,tortellini,0,0,0,0,2,14,20
tortilla,tortilla,0,0,1,0,0,11,22
tostada,tostada,0,0,0,0,6,13,18
totem pole,totem_pole,13,10,7,3,1,0,0
toucan,toucan,4,5,12,4,10,1,1
touchpad,touchpad,9,2,4,7,8,3,4
towel,towel,0,0,0,0,1,9,25
towel rack,towel_rack,0,1,5,1,13,10,7
toy,toy,0,0,0,0,5,15,19
tractor,tractor,27,3,6,1,0,1,0
traffic light,traffic_light,12,15,4,0,2,6,0
trailer,trailer,21,5,3,3,2,3,1
train,train,28,5,1,1,0,0,0
train car,train_car,30,3,1,1,1,0,0
train set,train_set,5,6,9,4,7,7,2
trampoline,trampoline,16,14,3,0,5,0,0
trap,trap,1,2,4,8,16,8,0
trapdoor,trapdoor,3,2,4,4,16,7,3
trashcan,trashcan,1,2,6,3,16,9,2
tray,tray,0,0,0,0,3,13,19
treadmill,treadmill,16,10,8,0,1,4,1
treasure,treasure,0,4,7,5,11,6,6
tree,tree,15,9,5,5,4,1,0
tree trunk,tree_trunk,13,12,5,3,4,1,1
triangle,triangle,0,0,0,1,0,9,29
tricycle,tricycle,0,1,7,1,16,11,2
trident,trident,0,1,4,0,12,15,7
trigger,trigger,0,0,3,5,3,13,15
tripod,tripod,0,0,2,0,10,12,13
trolley,trolley,24,4,4,3,0,0,0
trombone,trombone,0,0,0,2,9,15,12
trophy,trophy,0,0,0,1,20,13,4
trough,trough,13,15,7,0,2,1,1
trowel,trowel,0,0,0,0,1,12,27
truck,truck,26,7,1,2,1,0,0
trumpet,trumpet,0,0,0,3,14,11,11
trunk,trunk,4,9,10,4,4,2,1
tuba,tuba,0,4,11,2,13,5,4
tube top,tube_top,0,0,0,0,1,12,23
tugboat,tugboat,29,6,1,2,0,1,0
tulip,tulip,0,0,1,2,1,13,20
tumbleweed,tumbleweed,2,1,12,4,8,8,4
tuning fork,tuning_fork,0,0,0,1,1,11,24
tupperware,tupperware,0,0,0,0,1,16,21
turban,turban,0,1,2,0,6,14,14
turbine,turbine,21,9,4,0,2,0,0
turf,turf,2,5,9,3,10,6,2
turkey,turkey,5,6,9,1,13,3,0
turnstile,turnstile,6,8,8,5,7,1,3
turntable,turntable,0,6,7,6,10,8,3
turtle,turtle,0,5,7,4,15,4,4
turtleneck,turtleneck,0,0,0,1,1,9,23
tuxedo,tuxedo,0,0,0,2,4,17,16
tweezers,tweezers,0,0,0,1,2,5,29
twig,twig,0,0,0,0,4,11,23
typewriter,typewriter,0,1,12,2,12,4,3
ukulele,ukulele,0,0,0,1,1,11,24
umbrella,umbrella,0,0,0,0,4,10,25
undershirt,undershirt,0,0,0,0,1,8,30
underwear,underwear,0,0,0,2,1,6,29
unicycle,unicycle,1,1,6,3,16,10,2
uniform,uniform,0,0,0,0,3,17,17
urinal,urinal,13,15,3,2,5,1,0
urn,urn,0,0,5,3,10,13,8
vacuum,vacuum,0,1,7,2,13,10,4
valve,valve,1,1,1,7,4,10,11
van,van,23,10,1,1,1,2,0
vase,vase,1,0,0,1,12,17,7
vegetable,vegetable,0,0,2,1,3,13,18
veil,veil,0,0,0,0,3,15,19
velcro,velcro,0,0,0,0,6,8,22
vending machine,vending_machine,26,5,1,1,2,1,0
vent,vent,1,6,9,7,5,7,3
vest,vest,0,0,0,1,1,13,22
vial,vial,0,0,0,0,0,16,21
videocassette,videocassette,0,0,0,0,1,8,28
videogame,videogame,1,2,0,1,4,14,15
viewfinder,viewfinder,6,6,11,2,5,5,2
violin,violin,0,0,0,1,12,15,10
vise,vise,3,7,7,3,11,3,4
visor,visor,0,0,0,0,2,12,23
volleyball,volleyball,0,0,1,1,3,12,19
vulture,vulture,15,10,7,4,2,0,0
wafer,wafer,0,0,0,0,2,9,26
waffle,waffle,0,0,0,0,3,15,19
waffle iron,waffle_iron,0,0,2,3,12,15,6
wagon,wagon,17,5,2,3,6,3,0
walker,walker1,0,0,2,0,6,11,17
walker,walker2,0,1,5,3,14,10,4
wall,wall,24,4,4,0,3,2,0
wallet,wallet,0,0,0,0,1,9,27
wallpaper,wallpaper,5,6,1,6,3,6,11
walnut,walnut,0,0,0,0,1,5,30
walrus,walrus,30,6,3,0,0,0,0
wand,wand,0,0,0,0,1,13,24
warthog,warthog,18,17,2,1,0,0,0
washboard,washboard,0,0,3,1,17,5,12
washcloth,washcloth,0,0,0,0,0,8,29
washing machine,washing_machine,22,10,1,1,1,2,0
wasp,wasp,12,7,4,3,5,3,3
watch,watch,0,0,0,0,0,12,27
water bottle,water_bottle,0,0,0,0,2,11,24
water cooler,water_cooler,9,11,13,0,3,4,0
water filter,water_filter,0,0,3,0,12,15,9
water fountain,water_fountain,9,12,2,2,2,7,1
water heater,water_heater,20,10,3,1,5,0,0
watering can,watering_can,0,0,1,2,6,15,13
watermelon,watermelon,1,3,8,2,12,12,1
waterwheel,waterwheel,18,10,4,0,3,0,1
wax,wax,0,6,1,6,8,13,6
wax paper,wax_paper,0,0,0,0,4,14,21
weasel,weasel,4,3,12,5,8,3,0
weather vane,weather_vane,0,1,11,3,11,9,4
webcam,webcam,0,0,0,0,4,9,22
wedding cake,wedding_cake,4,7,13,1,9,3,3
wedge,wedge,0,0,1,3,4,14,15
weed,weed,0,0,1,2,5,11,17
wetsuit,wetsuit,0,0,1,4,5,15,12
whale,whale,32,3,0,2,0,0,1
wheat,wheat,0,0,0,0,3,15,19
wheel,wheel,2,5,11,5,9,4,3
wheelbarrow,wheelbarrow,4,4,7,1,10,7,6
wheelchair,wheelchair,2,6,11,0,9,9,2
whip,whip,0,0,0,0,2,8,25
whipped cream,whipped_cream,0,4,5,2,10,8,8
whisk,whisk,0,0,1,0,1,9,26
whistle,whistle,0,0,0,0,0,5,34
whiteboard,whiteboard,3,8,14,5,7,2,0
whoopee cushion,whoopee_cushion,0,0,1,1,1,8,26
wick,wick,0,0,3,4,5,10,15
wig,wig,0,0,0,0,4,9,22
wind chimes,wind_chimes,0,0,3,1,8,16,12
window,window,4,10,13,6,3,3,0
windowsill,windowsill,6,6,3,5,8,9,0
windshield,windshield,10,14,6,4,0,2,1
windshield wiper,windshield_wiper,0,0,3,3,7,8,19
windsock,windsock,0,1,3,4,7,12,10
wine,wine,2,3,3,3,7,9,10
wine bottle,wine_bottle,0,0,0,1,4,14,20
wine cooler,wine_cooler,0,1,1,4,5,17,10
wineglass,wineglass,0,0,0,2,2,7,25
wing,wing,28,5,3,0,1,0,1
wire,wire,0,0,0,1,3,11,23
wire cutters,wire_cutters,0,0,0,3,1,15,20
wok,wok,0,1,2,2,13,13,8
wolf,wolf,17,13,4,1,3,1,0
woman,woman,0,2,3,5,8,15,5
wood,wood,1,3,5,5,16,8,1
wooden leg,wooden_leg,0,0,3,2,11,12,7
workbench,workbench,12,6,11,0,5,1,1
worm,worm,0,1,4,4,8,12,9
wrap,wrap,0,0,0,2,4,11,16
wrapping paper,wrapping_paper,0,0,2,0,3,11,21
wreath,wreath,0,0,0,2,11,12,10
wreck,wreck,25,4,4,4,0,0,0
wrench,wrench,0,0,1,2,0,16,19
wrist,wrist,0,0,1,1,4,15,17
xylophone,xylophone,0,0,4,3,6,10,17
yacht,yacht,28,3,2,1,1,2,0
yak,yak,20,12,6,0,0,0,1
yarn,yarn,0,0,0,1,3,4,27
yo-yo,yo-yo,0,0,0,0,4,6,25
yogurt,yogurt,3,0,6,4,8,11,5
yoke,yoke,0,6,3,2,13,8,2
yolk,yolk,3,6,13,4,4,3,4
zebra,zebra,22,7,5,2,3,0,0
zipper,zipper,0,0,0,0,5,12,18
zucchini,zucchini,0,0,0,1,1,17,20
