Word,uniqueID,moves_freq_1,moves_freq_2,moves_freq_3,moves_freq_4,moves_freq_5,moves_freq_6,moves_freq_7
safety pin,safety_pin,24,5,1,1,3,3,1
saffron,saffron,19,6,2,6,3,2,1
sail,sail,1,2,1,0,7,17,10
sailboat,sailboat,0,1,0,1,4,7,23
salad,salad,20,12,1,4,1,0,0
salami,salami,21,10,2,2,1,0,0
saltshaker,saltshaker,15,12,2,3,4,1,1
sand,sand,12,5,2,4,10,4,1
sandal,sandal,12,11,1,3,4,2,0
sandbag,sandbag,22,8,1,2,3,2,1
sandbox,sandbox,20,11,4,1,0,1,0
sandcastle,sandcastle,17,10,6,1,2,0,0
sandpaper,sandpaper,14,11,2,3,4,4,1
sandwich,sandwich,24,11,4,0,0,1,0
sarcophagus,sarcophagus,24,4,3,2,2,0,0
sardine,sardine,0,3,1,2,2,9,19
satellite,satellite,0,1,1,0,7,15,14
satellite dish,satellite_dish,7,8,2,6,8,3,1
sauce,sauce,15,10,3,2,5,1,0
saucer,saucer,16,11,2,3,2,3,1
sauerkraut,sauerkraut,18,8,2,6,0,2,0
sausage,sausage,21,10,2,1,5,0,0
saw,saw,7,12,6,1,6,6,1
sawhorse,sawhorse,15,12,7,1,3,2,0
saxophone,saxophone,14,11,3,4,7,1,0
scaffold,scaffold,15,9,2,4,5,1,1
scaffolding,scaffolding,15,14,3,2,2,0,2
scale,scale,9,9,1,3,9,5,1
scallion,scallion,18,8,2,1,5,1,0
scallop,scallop,3,4,1,6,4,12,4
scalpel,scalpel,21,7,2,1,2,2,0
scanner,scanner,9,8,3,2,11,1,3
scarecrow,scarecrow,12,13,5,6,1,1,2
scarf,scarf,17,4,1,3,6,6,2
school bus,school_bus,0,0,0,0,0,8,29
scissors,scissors,10,6,0,1,10,5,4
scone,scone,27,7,3,1,0,0,1
scoop,scoop,21,6,4,2,3,1,0
scooter,scooter,1,1,4,1,5,10,13
scoreboard,scoreboard,18,7,3,2,4,1,0
scorpion,scorpion,0,0,1,0,2,3,30
scrabble,scrabble,18,7,0,3,5,3,1
scrambled egg,scrambled_egg,21,9,2,1,3,1,0
scraper,scraper,25,7,1,0,4,1,0
screen,screen1,18,9,2,2,6,1,0
screen,screen2,17,11,3,3,5,0,0
screw,screw,18,7,2,1,8,1,0
screwdriver,screwdriver,9,15,2,6,5,2,0
scuba,scuba,17,8,3,4,3,1,1
sea urchin,sea_urchin,1,1,1,3,3,17,14
seafood,seafood,2,4,3,3,4,10,11
seagull,seagull,0,0,0,0,1,3,36
seahorse,seahorse,0,0,0,0,0,6,34
seal,seal,0,0,0,1,0,5,28
seaplane,seaplane,1,0,1,0,2,6,27
seatbelt,seatbelt,10,9,3,1,4,5,3
seaweed,seaweed,1,3,8,4,11,4,7
seed,seed,16,5,7,1,4,2,1
seesaw,seesaw,0,0,0,0,7,17,14
seismograph,seismograph,5,4,1,2,9,15,3
sequin,sequin,21,13,3,0,1,1,0
sewage,sewage,7,1,3,7,13,5,3
sewing kit,sewing_kit,22,7,1,1,3,0,0
sewing machine,sewing_machine,4,6,3,3,10,11,2
shaker,shaker,11,4,7,7,4,3,3
shark,shark,0,0,0,0,1,3,36
shaving cream,shaving_cream,17,9,1,2,7,3,1
shawl,shawl,16,13,2,2,3,2,0
shears,shears,9,8,0,3,7,9,0
sheath,sheath,18,12,2,2,3,1,0
sheep,sheep,0,0,0,0,0,5,32
sheet,sheet,11,14,4,2,4,2,1
shelf,shelf,20,7,3,3,1,1,0
shell,shell1,10,8,1,3,8,4,3
shell,shell2,10,9,5,3,5,2,3
shell,shell3,14,7,3,4,7,1,0
shield,shield,21,9,1,2,1,2,1
ship,ship,0,0,0,0,2,13,22
shirt,shirt,14,7,4,6,6,1,0
shoe,shoe,7,6,4,5,5,4,4
shoe polish,shoe_polish,19,11,1,3,0,2,0
shoehorn,shoehorn,19,7,4,1,2,0,1
shoelace,shoelace,14,10,4,1,5,2,2
shopping basket,shopping_basket,21,5,4,3,3,1,1
shopping cart,shopping_cart,0,2,2,2,6,11,16
shortbread,shortbread,27,8,1,0,0,0,0
shorts,shorts,18,5,7,2,4,1,1
shoulder,shoulder,0,0,0,0,2,6,31
shovel,shovel,16,5,1,6,6,3,2
shower,shower,22,8,0,2,3,0,0
shower cap,shower_cap,23,7,1,2,4,1,0
shower curtain,shower_curtain,9,6,3,1,12,6,1
showerhead,showerhead,12,11,5,3,5,1,2
shredder,shredder,14,5,2,2,12,1,1
shrimp,shrimp,0,0,0,1,1,10,25
shuffleboard,shuffleboard,13,11,5,6,3,1,0
shutter,shutter,3,3,3,2,13,6,5
sickle,sickle,14,10,6,1,3,3,0
sidecar,sidecar,2,1,2,0,8,7,15
sifter,sifter,11,3,1,0,6,9,4
silicone,silicone,15,10,1,2,9,1,0
silverware,silverware,20,10,2,1,5,1,0
sim card,sim_card,21,13,1,2,1,0,0
sink,sink,28,6,0,2,0,0,1
siren,siren,19,9,1,4,1,2,0
skateboard,skateboard,4,2,2,4,2,7,18
skeleton,skeleton,22,6,2,3,2,1,0
skewer,skewer,17,8,4,2,3,2,1
ski,ski,5,5,6,1,7,8,5
ski boots,ski_boots,12,9,1,4,6,2,2
ski lift,ski_lift,0,0,0,0,3,18,18
ski pole,ski_pole,11,10,2,6,3,5,0
skin,skin,2,5,6,6,7,6,5
skirt,skirt,17,3,2,6,8,3,0
skull,skull,6,7,5,2,7,6,3
skunk,skunk,0,0,0,0,1,1,36
sled,sled,1,5,2,4,7,10,10
sledgehammer,sledgehammer,15,8,2,2,6,4,0
sleeping bag,sleeping_bag,23,5,4,1,0,3,0
slicer,slicer,7,2,3,0,7,17,4
slide,slide,26,10,1,1,1,0,0
slime,slime,7,6,0,2,15,6,2
sling,sling,14,10,2,1,8,3,0
slingshot,slingshot,10,4,1,0,8,11,4
slipper,slipper,18,7,3,2,4,1,1
slot,slot,27,8,1,0,2,0,0
slot machine,slot_machine,11,8,2,3,8,2,2
sloth,sloth,0,0,0,0,1,9,27
slug,slug,0,0,0,0,1,6,32
smoke alarm,smoke_alarm,27,7,3,1,1,0,0
smoothie,smoothie,21,8,4,0,3,0,1
snack,snack,24,10,2,1,1,1,0
snail,snail,0,0,0,0,3,7,28
snake,snake,0,0,0,0,0,4,35
snorkel,snorkel,15,12,2,2,7,0,0
snow,snow,6,3,3,7,9,5,5
snowball,snowball,4,6,2,8,6,9,3
snowboard,snowboard,8,5,2,3,9,7,4
snowman,snowman,25,7,3,1,1,0,0
snowmobile,snowmobile,1,1,1,0,4,12,19
snowplow,snowplow,1,1,0,1,2,13,16
snowshoe,snowshoe,7,9,4,6,4,4,4
snowsuit,snowsuit,16,9,1,4,7,2,0
soap,soap,20,10,3,2,3,1,0
soccer ball,soccer_ball,3,2,0,2,8,10,11
sock,sock,26,6,2,0,3,1,0
soda,soda,14,9,1,2,10,3,0
soda fountain,soda_fountain,12,11,4,2,4,1,3
sofa bed,sofa_bed,17,7,1,3,6,3,1
solar panel,solar_panel,16,16,1,3,2,0,0
soldering iron,soldering_iron,14,7,3,5,5,1,1
sombrero,sombrero,20,15,1,0,3,0,0
sonogram,sonogram,10,8,1,4,5,9,1
sorbet,sorbet,19,11,2,3,2,1,0
souffle,souffle,19,10,4,2,3,1,0
soup,soup,12,7,3,4,5,4,1
soy sauce,soy_sauce,15,12,0,3,3,3,2
space shuttle,space_shuttle,2,0,0,2,1,9,24
spacesuit,spacesuit,11,10,8,1,6,1,1
spaghetti,spaghetti,9,13,4,7,2,1,2
spam,spam,25,9,1,1,0,1,0
spareribs,spareribs,21,12,0,1,2,0,0
spark plug,spark_plug,25,8,0,4,1,0,1
sparkler,sparkler,11,7,1,6,6,5,1
spatula,spatula,20,10,3,2,1,0,0
speaker,speaker,26,10,0,0,2,2,0
spear,spear,8,2,3,5,11,4,5
speedboat,speedboat,0,1,0,1,0,8,26
speedometer,speedometer,3,1,2,3,6,14,7
spider,spider,0,0,0,0,1,7,30
spider web,spider_web,12,3,5,4,10,2,1
spinach,spinach,12,7,2,6,5,2,2
splinter,splinter,17,12,1,0,2,2,0
sponge,sponge,10,9,4,5,4,3,2
spool,spool,10,9,5,2,8,3,0
spoon,spoon,25,2,4,3,2,1,0
spout,spout,19,14,3,0,2,1,0
spring roll,spring_roll,22,12,0,1,1,0,1
springboard,springboard,6,3,1,3,13,8,4
sprinkler,sprinkler,2,3,3,1,8,14,8
sprouts,sprouts,8,11,5,3,4,4,2
spur,spur,6,5,2,2,10,10,4
squash,squash,17,11,3,1,2,1,3
squeegee,squeegee,10,8,2,2,6,4,6
squid,squid,0,0,0,0,0,6,34
squirrel,squirrel,0,0,0,0,1,9,29
squirt gun,squirt_gun,18,6,2,3,7,1,1
stained glass,stained_glass,29,3,1,0,0,1,0
stair,stair,23,11,0,1,0,0,0
stake,stake,26,7,0,3,2,1,0
stalagmite,stalagmite,10,7,2,8,7,2,0
stamp,stamp1,15,13,2,3,3,3,0
stamp,stamp2,20,7,2,1,4,1,2
staple,staple,30,4,3,2,1,0,0
staple gun,staple_gun,12,5,1,3,7,4,0
stapler,stapler,10,7,4,6,9,3,0
star fruit,star_fruit,15,14,3,3,2,1,0
starfish,starfish,0,0,0,1,4,10,25
station wagon,station_wagon,0,0,0,1,1,8,29
statue,statue,27,8,2,0,0,0,0
steak,steak,17,11,3,6,0,0,0
steamroller,steamroller,0,0,1,0,2,11,25
steering wheel,steering_wheel,0,1,2,3,11,9,9
stem,stem,12,6,4,2,8,4,2
step stool,step_stool,17,10,2,2,2,2,2
stereo,stereo,18,10,3,6,1,0,0
stethoscope,stethoscope,19,7,3,6,2,1,0
stew,stew,21,11,0,1,5,0,0
stick,stick,12,11,6,5,3,2,1
sticker,sticker,20,12,0,4,1,0,0
stiletto,stiletto,12,9,3,5,3,2,2
stilt,stilt,7,5,1,2,10,8,2
stingray,stingray,0,0,0,0,0,8,29
stir fry,stir_fry,22,13,0,1,1,1,1
stirrup,stirrup,11,6,2,3,6,5,3
stockings,stockings,13,16,1,1,4,2,1
stomach,stomach,0,0,0,4,10,11,12
stool,stool,10,6,6,3,3,4,5
stopwatch,stopwatch,13,5,4,4,8,2,1
stove,stove1,17,10,5,1,1,1,1
stove,stove2,20,11,4,0,3,1,1
straightjacket,straightjacket,21,9,2,1,4,0,0
strainer,strainer,14,13,6,2,1,1,0
strap,strap,9,13,2,4,3,6,0
straw,straw1,18,13,6,0,2,0,0
straw,straw2,23,4,3,3,4,1,0
strawberry,strawberry,19,11,1,5,2,0,0
streetlight,streetlight,35,2,0,0,0,0,0
stretcher,stretcher,1,2,0,3,6,12,13
string cheese,string_cheese,20,11,2,1,1,1,1
stroller,stroller,1,0,4,2,5,11,13
stuffing,stuffing,24,15,0,0,0,1,0
stump,stump,27,9,2,0,1,0,0
submarine,submarine,1,0,1,1,2,8,24
subway,subway,3,4,1,3,0,5,21
sugar cube,sugar_cube,24,5,1,1,1,1,1
suit,suit,18,10,2,2,2,3,0
suitcase,suitcase,11,2,4,5,4,8,4
sundae,sundae,18,11,3,2,2,1,1
sundial,sundial,12,8,3,0,9,6,1
sunflower,sunflower,4,6,7,3,11,7,2
sunglasses,sunglasses,20,4,2,5,4,0,1
sunroof,sunroof,6,5,1,1,7,14,6
surfboard,surfboard,10,4,2,3,10,4,3
sushi,sushi,24,9,3,1,1,0,0
suspenders,suspenders,11,13,6,5,3,0,0
swab,swab,21,12,1,1,2,0,1
swan,swan,0,0,0,0,0,4,33
sweater,sweater,18,10,5,2,0,0,0
sweatsuit,sweatsuit,18,5,4,4,2,2,0
sweeper,sweeper,2,3,1,2,9,9,13
sweet potato,sweet_potato,21,12,2,0,0,1,0
swimming pool,swimming_pool,16,6,5,4,2,0,0
swimsuit,swimsuit,13,12,3,4,3,1,1
swing,swing,2,0,1,0,5,18,13
swing set,swing_set,3,1,1,2,9,12,11
switch,switch,5,6,2,0,5,13,8
swizzle stick,swizzle_stick,12,11,2,1,6,2,1
sword,sword,11,9,3,4,5,2,0
swordfish,swordfish,0,0,0,0,0,5,33
syringe,syringe,13,10,1,3,7,1,2
syrup,syrup,11,5,7,4,5,2,3
t-shirt,t-shirt,22,7,1,2,4,1,0
tab,tab,20,2,3,0,8,1,2
table,table,14,10,9,2,3,2,0
tablecloth,tablecloth,11,11,6,2,8,0,1
tablet,tablet,20,13,1,2,1,0,1
tack,tack,20,11,2,0,1,0,1
tackle,tackle,8,5,1,4,9,6,4
taco,taco,23,7,4,3,1,0,0
tadpole,tadpole,0,0,0,0,0,3,35
taffy,taffy,29,5,1,0,2,0,1
tag,tag,18,6,2,3,4,3,0
taillight,taillight,18,11,1,2,5,0,0
tamale,tamale,21,11,2,1,0,0,0
tambourine,tambourine,4,10,2,1,8,7,1
tank,tank1,0,1,0,0,2,9,27
tank,tank2,19,11,1,0,3,1,0
tape,tape,21,12,2,2,1,1,0
tape measure,tape_measure,5,6,0,7,10,5,5
tape recorder,tape_recorder,10,1,4,2,13,5,2
tapestry,tapestry,14,10,4,4,4,3,0
tarantula,tarantula,0,0,0,1,0,3,36
target,target,19,6,2,3,3,4,0
tarp,tarp,17,5,0,7,6,2,1
tattoo,tattoo,23,9,2,2,3,1,0
taxi,taxi,0,0,0,0,2,9,28
tea,tea,16,10,3,5,2,0,0
teabag,teabag,22,8,2,4,1,0,0
teacup,teacup,19,7,1,3,3,2,3
teapot,teapot,17,6,4,4,2,3,0
teddy bear,teddy_bear,24,4,3,3,1,0,0
tee,tee,23,5,5,0,2,1,3
teepee,teepee,21,8,4,2,2,0,0
telegraph,telegraph,8,8,4,3,7,9,0
telephone pole,telephone_pole,28,6,2,1,0,0,0
telescope,telescope,12,4,3,3,10,4,2
television,television,21,15,0,0,3,1,0
tennis ball,tennis_ball,5,3,3,4,7,9,8
tent,tent,13,12,0,3,5,2,2
terrarium,terrarium,16,12,4,1,3,1,0
test tube,test_tube,27,4,1,1,3,3,0
thermometer,thermometer,11,9,2,1,10,1,2
thermos,thermos,27,7,3,1,0,0,0
thermostat,thermostat,18,11,1,0,3,0,0
thimble,thimble,24,9,1,2,1,0,0
thorn,thorn,16,8,1,4,1,2,0
thread,thread,17,9,2,5,4,0,2
throne,throne,17,11,2,3,3,1,1
thumb,thumb,0,0,0,0,0,10,30
thumbtack,thumbtack,19,11,1,1,3,1,0
tiara,tiara,21,10,0,3,0,1,2
tick,tick,1,0,0,0,1,9,25
ticktacktoe,ticktacktoe,27,6,1,2,2,1,0
tie,tie,13,10,4,3,4,3,0
tiger,tiger,0,0,0,0,0,4,33
tile,tile,23,6,3,3,1,0,0
timer,timer,7,4,5,3,8,7,5
tinsel,tinsel,15,10,2,1,5,0,1
tiramisu,tiramisu,23,12,2,0,1,1,0
toad,toad,0,0,0,0,0,3,35
toast,toast,23,9,3,1,0,1,0
toaster,toaster,11,10,2,4,8,2,1
toaster oven,toaster_oven,18,13,4,0,3,0,0
toe,toe,0,1,0,0,1,10,24
toga,toga,16,9,3,3,2,3,0
toilet,toilet,19,7,4,2,2,0,0
toilet paper,toilet_paper,21,7,3,1,4,1,0
tomato,tomato,17,10,7,1,0,2,0
tomato sauce,tomato_sauce,15,6,3,1,4,6,1
tongs,tongs,7,8,3,5,6,5,0
tongue,tongue,0,0,0,0,1,9,26
tool,tool,14,5,3,2,9,4,1
toolbox,toolbox,21,4,3,4,6,1,0
tooth,tooth,10,9,3,4,8,3,1
toothbrush,toothbrush,16,10,1,2,6,3,0
toothpaste,toothpaste,18,7,1,4,4,4,0
toothpick,toothpick,16,13,1,2,5,1,0
top hat,top_hat,16,11,1,5,2,0,1
torch,torch,10,12,4,1,8,1,1
torpedo,torpedo,5,3,2,2,5,7,10
torso,torso,1,1,0,1,5,11,18
tortellini,tortellini,18,16,1,0,1,0,0
tortilla,tortilla,21,7,2,3,1,0,0
tostada,tostada,17,11,2,3,2,1,1
totem pole,totem_pole,15,11,2,2,4,0,0
toucan,toucan,0,0,0,0,0,5,32
touchpad,touchpad,24,5,2,0,4,2,0
towel,towel,21,9,3,0,1,1,0
towel rack,towel_rack,19,15,1,1,1,0,0
toy,toy,5,3,3,7,13,6,2
tractor,tractor,0,1,0,2,2,6,27
traffic light,traffic_light,11,14,4,2,6,1,1
trailer,trailer,2,1,0,1,4,12,18
train,train,0,0,0,0,0,11,24
train car,train_car,0,0,1,0,2,12,21
train set,train_set,0,2,0,3,4,17,14
trampoline,trampoline,7,5,5,4,9,7,1
trap,trap,3,6,6,2,9,11,2
trapdoor,trapdoor,1,3,0,5,10,12,8
trashcan,trashcan,12,11,3,2,8,2,1
tray,tray,14,12,3,4,0,1,1
treadmill,treadmill,2,3,5,3,10,13,4
treasure,treasure,16,13,1,5,3,0,1
tree,tree,6,7,3,3,14,5,1
tree trunk,tree_trunk,16,13,5,1,4,0,0
triangle,triangle,10,6,4,5,6,6,2
tricycle,tricycle,1,2,1,0,2,12,20
trident,trident,19,7,4,5,4,0,0
trigger,trigger,3,3,0,1,8,14,10
tripod,tripod,20,3,5,4,2,3,0
trolley,trolley,0,0,0,0,2,6,27
trombone,trombone,9,5,5,2,12,5,0
trophy,trophy,21,11,2,1,1,1,1
trough,trough,21,14,3,1,0,0,0
trowel,trowel,25,6,3,3,3,0,0
truck,truck,1,0,0,1,3,7,25
trumpet,trumpet,13,7,5,2,9,3,0
trunk,trunk,18,6,2,0,7,1,0
tuba,tuba,10,14,2,3,6,3,1
tube top,tube_top,16,10,2,3,4,1,0
tugboat,tugboat,0,2,0,1,3,10,23
tulip,tulip,9,12,4,3,8,1,0
tumbleweed,tumbleweed,2,1,3,1,5,14,13
tuning fork,tuning_fork,10,10,1,2,8,4,2
tupperware,tupperware,17,13,3,2,2,1,0
turban,turban,19,12,4,0,1,1,0
turbine,turbine,2,1,0,3,7,2,21
turf,turf,13,11,6,1,4,0,2
turkey,turkey,0,0,0,0,0,4,33
turnstile,turnstile,2,0,1,3,9,14,9
turntable,turntable,2,1,3,3,9,16,6
turtle,turtle,0,0,0,0,0,6,33
turtleneck,turtleneck,19,6,0,2,5,2,0
tuxedo,tuxedo,14,12,1,7,3,1,1
tweezers,tweezers,10,7,2,4,10,4,0
twig,twig,11,14,5,3,3,0,2
typewriter,typewriter,7,3,3,2,9,8,2
ukulele,ukulele,19,9,1,1,5,1,1
umbrella,umbrella,12,6,4,3,6,6,2
undershirt,undershirt,18,12,3,3,3,0,0
underwear,underwear,19,11,4,3,1,0,0
unicycle,unicycle,3,3,0,0,6,12,15
uniform,uniform,21,8,3,0,2,3,0
urinal,urinal,26,11,1,0,1,0,0
urn,urn,23,8,4,2,1,1,0
vacuum,vacuum,3,2,4,1,15,7,5
valve,valve,5,3,3,6,5,7,6
van,van,0,0,1,0,5,11,21
vase,vase,24,10,3,1,0,0,0
vegetable,vegetable,11,12,0,4,5,5,0
veil,veil,9,2,5,5,9,5,2
velcro,velcro,16,10,0,4,4,0,2
vending machine,vending_machine,13,8,2,1,9,2,1
vent,vent,20,12,2,1,0,2,1
vest,vest,20,13,1,2,1,0,0
vial,vial,20,8,2,6,0,0,1
videocassette,videocassette,18,7,1,5,4,1,1
videogame,videogame,10,9,4,2,7,4,1
viewfinder,viewfinder,10,8,3,0,10,6,0
violin,violin,12,14,5,3,2,1,1
vise,vise,11,7,3,2,9,5,1
visor,visor,20,11,1,2,2,0,1
volleyball,volleyball,6,2,2,3,8,9,6
vulture,vulture,0,0,0,0,0,8,30
wafer,wafer,23,14,0,0,0,0,0
waffle,waffle,25,6,4,1,0,0,1
waffle iron,waffle_iron,14,7,3,3,7,4,0
wagon,wagon,0,1,0,0,4,10,21
walker,walker1,4,4,1,4,6,12,5
walker,walker2,2,2,1,3,8,9,12
wall,wall,28,8,0,1,0,0,0
wallet,wallet,17,9,4,3,4,0,0
wallpaper,wallpaper,26,9,2,0,1,0,0
walnut,walnut,17,12,2,4,1,0,0
walrus,walrus,0,0,0,0,0,8,31
wand,wand,10,14,6,2,3,3,0
warthog,warthog,0,0,0,0,1,4,33
washboard,washboard,22,7,4,3,2,0,0
washcloth,washcloth,17,11,3,3,0,1,2
washing machine,washing_machine,7,5,0,1,12,9,3
wasp,wasp,0,0,0,0,1,3,33
watch,watch,5,3,2,4,10,11,4
water bottle,water_bottle,21,11,3,1,0,0,1
water cooler,water_cooler,18,4,7,2,6,1,2
water filter,water_filter,16,12,4,1,4,2,0
water fountain,water_fountain,17,7,1,3,4,3,0
water heater,water_heater,25,9,3,1,1,0,0
watering can,watering_can,18,10,3,4,1,1,0
watermelon,watermelon,20,13,4,1,1,0,0
waterwheel,waterwheel,0,0,1,0,3,12,20
wax,wax,15,8,7,3,6,0,1
wax paper,wax_paper,22,10,1,3,3,0,0
weasel,weasel,0,0,0,0,0,5,30
weather vane,weather_vane,6,0,1,2,8,12,10
webcam,webcam,13,9,3,2,1,2,5
wedding cake,wedding_cake,27,9,0,1,1,2,0
wedge,wedge,17,7,4,5,1,3,0
weed,weed,5,13,3,3,6,2,4
wetsuit,wetsuit,16,8,2,4,4,3,0
whale,whale,0,0,0,0,0,5,33
wheat,wheat,3,3,7,6,12,3,3
wheel,wheel,1,0,1,2,4,15,16
wheelbarrow,wheelbarrow,3,1,2,2,2,18,11
wheelchair,wheelchair,0,1,1,0,8,11,18
whip,whip,7,3,2,1,9,8,5
whipped cream,whipped_cream,15,5,4,6,4,2,1
whisk,whisk,12,7,4,1,9,1,3
whistle,whistle,21,6,5,1,4,2,0
whiteboard,whiteboard,20,12,2,1,4,0,0
whoopee cushion,whoopee_cushion,9,6,3,4,11,4,0
wick,wick,14,12,2,5,4,0,0
wig,wig,14,7,2,6,6,0,0
wind chimes,wind_chimes,1,1,1,1,7,20,9
window,window,15,9,2,1,4,7,1
windowsill,windowsill,21,7,0,2,2,5,0
windshield,windshield,17,9,3,3,1,3,1
windshield wiper,windshield_wiper,1,0,0,4,5,15,15
windsock,windsock,2,1,0,0,7,11,16
wine,wine,17,3,4,3,6,3,1
wine bottle,wine_bottle,25,7,2,3,2,0,0
wine cooler,wine_cooler,23,7,2,2,1,2,1
wineglass,wineglass,22,6,3,3,2,0,0
wing,wing,6,3,4,4,8,10,3
wire,wire,20,8,1,2,6,1,0
wire cutters,wire_cutters,14,8,0,2,7,6,2
wok,wok,22,11,1,1,3,1,0
wolf,wolf,0,0,0,0,1,7,31
woman,woman,0,0,0,0,0,6,32
wood,wood,17,11,6,2,3,0,0
wooden leg,wooden_leg,5,3,5,3,4,11,4
workbench,workbench,19,6,7,2,0,1,1
worm,worm,0,0,0,0,1,4,33
wrap,wrap,21,7,1,3,0,1,0
wrapping paper,wrapping_paper,20,12,2,1,1,0,1
wreath,wreath,18,10,3,2,1,0,1
wreck,wreck,9,6,2,6,13,1,0
wrench,wrench,14,10,1,5,3,4,1
wrist,wrist,0,0,0,0,3,9,26
xylophone,xylophone,20,9,2,2,4,2,1
yacht,yacht,0,0,0,2,6,9,20
yak,yak,0,0,0,0,0,9,30
yarn,yarn,27,5,0,2,1,0,0
yo-yo,yo-yo,0,5,1,2,6,10,11
yogurt,yogurt,18,9,4,4,1,1,0
yoke,yoke,14,9,6,1,2,2,0
yolk,yolk,13,6,2,7,4,3,2
zebra,zebra,0,0,0,0,1,4,34
zipper,zipper,4,2,3,2,5,10,9
zucchini,zucchini,20,10,4,3,1,0,1
