Word,uniqueID,pleasant_freq_1,pleasant_freq_2,pleasant_freq_3,pleasant_freq_4,pleasant_freq_5,pleasant_freq_6,pleasant_freq_7
smoke alarm,smoke_alarm,5,6,8,14,4,2,0
smoothie,smoothie,0,0,0,1,3,18,15
snack,snack,0,0,0,0,5,17,17
snail,snail,0,2,10,11,8,6,1
snake,snake,11,11,10,1,2,3,1
snorkel,snorkel,0,1,3,15,9,9,1
snow,snow,0,0,8,3,8,13,6
snowball,snowball,0,0,2,12,7,9,8
snowboard,snowboard,0,0,2,16,5,11,4
snowman,snowman,0,0,0,3,4,18,12
snowmobile,snowmobile,0,0,2,7,13,11,5
snowplow,snowplow,1,0,6,17,5,5,0
snowshoe,snowshoe,0,1,2,17,9,7,2
snowsuit,snowsuit,1,0,5,10,8,11,4
soap,soap,1,0,0,3,8,18,9
soccer ball,soccer_ball,0,1,1,14,14,5,1
sock,sock,0,0,2,12,7,13,4
soda,soda,0,0,0,7,10,13,9
soda fountain,soda_fountain,0,0,1,9,12,10,5
sofa bed,sofa_bed,0,0,0,7,8,16,7
solar panel,solar_panel,0,1,3,16,10,6,2
soldering iron,soldering_iron,0,2,7,22,5,0,0
sombrero,sombrero,0,0,0,8,16,12,3
sonogram,sonogram,0,0,3,9,6,8,12
sorbet,sorbet,0,0,0,3,4,17,14
souffle,souffle,0,0,0,4,3,18,14
soup,soup,0,0,0,3,4,19,10
soy sauce,soy_sauce,1,0,1,5,11,15,5
space shuttle,space_shuttle,0,1,0,21,6,8,2
spacesuit,spacesuit,0,1,3,16,7,7,4
spaghetti,spaghetti,0,0,2,10,6,12,8
spam,spam,6,3,8,9,7,4,0
spareribs,spareribs,0,0,1,2,2,16,15
spark plug,spark_plug,0,0,2,31,2,1,3
sparkler,sparkler,0,1,5,3,4,14,10
spatula,spatula,0,0,0,22,9,3,2
speaker,speaker,1,3,9,14,6,6,1
spear,spear,3,6,10,15,2,2,0
speedboat,speedboat,1,0,0,9,6,14,6
speedometer,speedometer,0,0,1,28,6,1,0
spider,spider,15,11,5,2,3,1,1
spider web,spider_web,6,8,14,3,4,1,1
spinach,spinach,0,0,2,5,12,10,7
splinter,splinter,27,5,1,0,0,0,1
sponge,sponge,0,0,1,18,11,5,2
spool,spool,0,0,1,31,5,0,0
spoon,spoon,0,0,0,17,11,6,3
spout,spout,0,0,0,22,6,11,0
spring roll,spring_roll,0,0,0,8,7,15,7
springboard,springboard,0,0,0,20,12,5,1
sprinkler,sprinkler,0,0,0,14,15,6,4
sprouts,sprouts,0,0,0,8,11,14,4
spur,spur,2,3,12,18,2,2,0
squash,squash,0,0,3,9,5,15,6
squeegee,squeegee,0,2,0,19,12,4,1
squid,squid,0,5,12,11,9,3,0
squirrel,squirrel,0,0,3,6,14,14,2
squirt gun,squirt_gun,2,0,4,6,14,10,2
stained glass,stained_glass,0,1,0,2,1,14,16
stair,stair,1,1,0,22,4,5,2
stake,stake,0,0,1,34,3,1,0
stalagmite,stalagmite,0,0,3,18,6,7,2
stamp,stamp1,0,0,0,17,10,12,0
stamp,stamp2,0,0,0,15,8,13,1
staple,staple,0,0,3,33,2,1,1
staple gun,staple_gun,0,1,7,19,3,2,0
stapler,stapler,0,1,3,25,8,1,1
star fruit,star_fruit,0,0,0,7,5,16,10
starfish,starfish,0,0,1,12,7,12,8
station wagon,station_wagon,0,0,1,16,11,9,2
statue,statue,0,0,0,10,7,13,7
steak,steak,2,0,0,1,10,10,14
steamroller,steamroller,1,3,5,22,5,3,0
steering wheel,steering_wheel,0,0,0,27,4,2,2
stem,stem,0,1,1,17,6,11,2
step stool,step_stool,0,0,1,26,6,3,1
stereo,stereo,0,0,1,6,11,13,7
stethoscope,stethoscope,0,0,4,17,10,5,2
stew,stew,0,0,0,2,6,16,14
stick,stick,0,2,2,27,5,2,2
sticker,sticker,0,0,1,14,8,9,5
stiletto,stiletto,0,3,5,10,6,10,2
stilt,stilt,0,0,0,29,2,4,0
stingray,stingray,3,3,9,8,7,6,1
stir fry,stir_fry,0,0,1,1,4,16,17
stirrup,stirrup,0,3,3,21,4,5,0
stockings,stockings,1,0,5,10,9,8,5
stomach,stomach,0,2,3,19,6,3,4
stool,stool,0,1,3,21,6,4,2
stopwatch,stopwatch,0,0,2,23,3,8,1
stove,stove1,0,2,0,17,5,7,5
stove,stove2,0,2,0,20,7,8,3
straightjacket,straightjacket,28,5,1,1,1,1,0
strainer,strainer,0,0,2,21,6,5,3
strap,strap,0,0,5,21,9,2,0
straw,straw1,0,1,7,24,6,1,0
straw,straw2,0,0,1,25,5,7,0
strawberry,strawberry,1,0,0,1,1,19,16
streetlight,streetlight,1,1,0,14,10,8,3
stretcher,stretcher,1,5,5,15,4,6,1
string cheese,string_cheese,0,1,1,3,5,17,10
stroller,stroller,0,0,0,16,6,9,5
stuffing,stuffing,0,1,0,4,7,12,16
stump,stump,0,3,6,21,6,1,2
submarine,submarine,1,2,8,17,5,2,2
subway,subway,2,1,6,12,7,7,2
sugar cube,sugar_cube,0,0,1,5,9,15,4
suit,suit,0,0,0,8,5,23,1
suitcase,suitcase,0,0,2,23,7,4,2
sundae,sundae,0,0,0,2,1,7,28
sundial,sundial,0,1,0,13,11,10,4
sunflower,sunflower,0,0,0,1,5,16,18
sunglasses,sunglasses,0,0,1,5,8,15,7
sunroof,sunroof,0,0,0,4,9,17,10
surfboard,surfboard,0,0,0,9,14,10,3
sushi,sushi,1,0,7,3,4,12,11
suspenders,suspenders,0,1,2,20,9,6,0
swab,swab,0,0,2,20,9,5,2
swan,swan,0,1,2,4,6,11,13
sweater,sweater,0,0,0,5,9,12,9
sweatsuit,sweatsuit,0,1,5,14,8,7,0
sweeper,sweeper,0,1,3,20,5,9,1
sweet potato,sweet_potato,1,2,1,9,3,13,7
swimming pool,swimming_pool,1,0,0,2,2,14,14
swimsuit,swimsuit,0,0,1,6,11,14,5
swing,swing,0,0,0,1,7,20,11
swing set,swing_set,0,0,0,4,6,21,8
switch,switch,0,1,1,29,3,3,2
swizzle stick,swizzle_stick,0,0,1,19,8,5,2
sword,sword,0,4,8,14,1,4,3
swordfish,swordfish,0,2,3,12,6,10,5
syringe,syringe,6,10,13,7,1,0,0
syrup,syrup,0,0,1,1,4,20,11
t-shirt,t-shirt,0,0,1,6,14,13,3
tab,tab,0,2,2,28,1,2,1
table,table,0,0,0,18,11,10,1
tablecloth,tablecloth,0,0,0,8,17,12,2
tablet,tablet,0,0,1,7,8,13,9
tack,tack,1,5,9,18,1,1,0
tackle,tackle,0,1,8,15,8,4,1
taco,taco,0,0,1,3,8,13,13
tadpole,tadpole,2,0,4,15,7,6,4
taffy,taffy,1,0,1,2,5,16,13
tag,tag,5,3,6,19,1,1,1
taillight,taillight,0,0,1,25,3,7,1
tamale,tamale,0,0,1,1,2,17,14
tambourine,tambourine,0,0,1,7,5,14,6
tank,tank1,10,5,6,14,1,2,1
tank,tank2,0,3,6,23,2,1,0
tape,tape,0,0,3,17,11,4,4
tape measure,tape_measure,0,0,0,20,9,5,4
tape recorder,tape_recorder,0,0,0,17,6,10,4
tapestry,tapestry,0,0,0,1,6,21,11
tarantula,tarantula,17,9,9,4,0,0,1
target,target,0,1,5,21,7,3,0
tarp,tarp,0,0,4,27,4,3,0
tattoo,tattoo,1,0,4,15,7,10,3
taxi,taxi,0,1,8,19,2,7,2
tea,tea,0,0,1,0,4,11,20
teabag,teabag,0,0,0,7,5,20,5
teacup,teacup,0,0,0,5,6,21,6
teapot,teapot,0,0,2,4,11,13,6
teddy bear,teddy_bear,0,0,0,1,0,19,15
tee,tee,0,0,2,30,5,2,0
teepee,teepee,0,0,1,8,10,13,5
telegraph,telegraph,0,0,1,26,9,3,0
telephone pole,telephone_pole,0,2,4,28,2,1,0
telescope,telescope,0,0,0,12,7,12,7
television,television,0,1,1,4,9,11,14
tennis ball,tennis_ball,0,0,0,11,11,13,4
tent,tent,0,0,0,13,7,15,2
terrarium,terrarium,0,0,0,1,6,13,17
test tube,test_tube,0,1,1,28,5,4,0
thermometer,thermometer,0,0,1,19,5,11,0
thermos,thermos,0,0,0,15,11,7,5
thermostat,thermostat,0,0,0,18,7,5,3
thimble,thimble,0,0,0,24,7,6,0
thorn,thorn,11,11,4,3,2,0,1
thread,thread,0,0,3,14,11,9,2
throne,throne,0,0,1,6,13,12,6
thumb,thumb,1,0,2,14,7,4,12
thumbtack,thumbtack,1,5,9,18,1,2,0
tiara,tiara,0,0,0,2,8,16,11
tick,tick,31,2,2,1,0,0,0
ticktacktoe,ticktacktoe,0,0,0,5,11,19,4
tie,tie,1,0,2,11,7,10,6
tiger,tiger,1,2,4,14,7,7,2
tile,tile,0,0,3,15,14,4,0
timer,timer,1,3,5,19,5,5,1
tinsel,tinsel,0,2,0,4,7,14,7
tiramisu,tiramisu,1,1,0,1,2,12,22
toad,toad,2,2,14,11,7,2,0
toast,toast,0,0,0,10,7,11,9
toaster,toaster,0,0,0,12,16,10,0
toaster oven,toaster_oven,0,1,0,20,9,8,0
toe,toe,0,1,4,19,5,5,2
toga,toga,0,1,2,18,7,4,4
toilet,toilet,2,4,13,11,0,2,2
toilet paper,toilet_paper,0,1,1,17,5,7,6
tomato,tomato,0,0,0,4,9,15,9
tomato sauce,tomato_sauce,0,0,0,7,8,11,10
tongs,tongs,1,0,0,20,8,3,2
tongue,tongue,1,2,4,15,4,5,5
tool,tool,0,0,0,25,9,4,0
toolbox,toolbox,0,0,1,22,8,6,2
tooth,tooth,0,0,4,17,5,7,5
toothbrush,toothbrush,0,0,0,20,7,6,5
toothpaste,toothpaste,1,1,2,8,7,13,6
toothpick,toothpick,0,3,2,23,5,5,0
top hat,top_hat,0,0,0,11,11,13,1
torch,torch,0,1,1,13,7,13,2
torpedo,torpedo,9,13,5,4,1,2,0
torso,torso,0,0,0,15,11,5,6
tortellini,tortellini,0,1,1,2,5,17,10
tortilla,tortilla,1,0,0,4,8,13,8
tostada,tostada,0,0,0,2,10,15,10
totem pole,totem_pole,0,2,0,6,10,11,5
toucan,toucan,0,1,1,6,13,8,8
touchpad,touchpad,0,1,2,15,8,5,6
towel,towel,0,0,0,8,4,16,7
towel rack,towel_rack,0,0,0,18,11,7,1
toy,toy,0,0,0,3,4,22,10
tractor,tractor,0,2,6,17,4,6,3
traffic light,traffic_light,0,1,4,27,4,3,0
trailer,trailer,0,0,1,20,6,10,1
train,train,0,0,2,15,8,7,3
train car,train_car,0,1,5,23,6,0,1
train set,train_set,0,0,0,4,16,15,5
trampoline,trampoline,0,0,1,9,8,17,3
trap,trap,2,16,9,9,1,1,1
trapdoor,trapdoor,0,3,3,25,4,3,1
trashcan,trashcan,9,12,8,7,2,1,0
tray,tray,0,1,0,21,7,6,0
treadmill,treadmill,0,2,3,20,8,7,0
treasure,treasure,0,0,1,0,2,7,29
tree,tree,0,0,0,1,3,8,27
tree trunk,tree_trunk,0,0,1,10,4,19,5
triangle,triangle,0,1,1,9,13,9,6
tricycle,tricycle,0,1,0,6,7,17,7
trident,trident,1,3,8,21,3,3,0
trigger,trigger,8,6,9,14,1,1,0
tripod,tripod,0,0,0,25,8,4,0
trolley,trolley,0,0,0,13,9,9,4
trombone,trombone,0,0,4,10,14,4,6
trophy,trophy,0,0,1,6,4,13,14
trough,trough,0,1,3,24,7,2,2
trowel,trowel,0,0,3,29,2,6,0
truck,truck,1,2,2,21,4,6,1
trumpet,trumpet,1,0,1,5,11,19,2
trunk,trunk,0,0,1,16,12,5,0
tuba,tuba,0,1,2,5,10,16,5
tube top,tube_top,0,1,3,10,7,10,5
tugboat,tugboat,1,1,2,19,10,4,2
tulip,tulip,0,0,1,0,1,13,22
tumbleweed,tumbleweed,2,4,12,17,2,1,1
tuning fork,tuning_fork,0,0,3,18,11,3,2
tupperware,tupperware,0,0,0,17,11,7,3
turban,turban,0,0,2,17,7,8,3
turbine,turbine,2,3,5,23,2,0,1
turf,turf,2,0,3,10,9,11,2
turkey,turkey,1,1,4,11,10,6,4
turnstile,turnstile,3,5,10,16,1,3,0
turntable,turntable,1,0,0,6,16,11,6
turtle,turtle,0,0,2,3,6,16,12
turtleneck,turtleneck,1,1,0,11,7,9,5
tuxedo,tuxedo,0,0,1,4,9,16,9
tweezers,tweezers,0,4,7,15,7,2,2
twig,twig,0,0,3,26,5,2,2
typewriter,typewriter,0,1,1,13,9,8,2
ukulele,ukulele,0,0,0,6,6,14,11
umbrella,umbrella,0,0,0,11,11,11,6
undershirt,undershirt,0,0,1,21,7,6,4
underwear,underwear,0,1,4,9,9,12,3
unicycle,unicycle,1,1,3,13,7,12,2
uniform,uniform,1,0,4,15,5,11,1
urinal,urinal,13,12,5,5,2,2,0
urn,urn,0,4,12,12,4,6,1
vacuum,vacuum,0,3,6,19,6,3,0
valve,valve,0,0,0,32,3,0,0
van,van,0,0,3,12,14,5,4
vase,vase,0,0,0,8,9,17,4
vegetable,vegetable,0,0,1,2,5,20,9
veil,veil,0,0,1,8,5,12,11
velcro,velcro,0,0,4,23,5,3,1
vending machine,vending_machine,0,1,0,15,5,13,2
vent,vent,0,0,2,26,2,8,0
vest,vest,0,0,0,14,8,13,2
vial,vial,0,1,6,26,2,1,1
videocassette,videocassette,0,0,0,18,9,6,4
videogame,videogame,0,0,0,6,9,13,9
viewfinder,viewfinder,0,0,3,7,9,17,1
violin,violin,2,0,0,4,8,11,13
vise,vise,0,4,5,27,1,1,0
visor,visor,0,0,0,12,16,9,0
volleyball,volleyball,0,0,1,16,7,9,3
vulture,vulture,7,10,10,4,5,2,0
wafer,wafer,1,0,0,2,4,19,11
waffle,waffle,0,0,0,3,4,11,19
waffle iron,waffle_iron,0,0,0,13,9,13,3
wagon,wagon,0,0,1,17,10,5,3
walker,walker1,0,2,6,21,6,1,0
walker,walker2,0,0,0,16,9,12,0
wall,wall,2,3,5,22,2,2,1
wallet,wallet,0,0,0,17,6,9,5
wallpaper,wallpaper,0,0,2,7,10,14,5
walnut,walnut,0,0,1,10,7,9,9
walrus,walrus,1,3,4,12,10,8,1
wand,wand,0,0,0,17,8,8,5
warthog,warthog,4,7,14,9,4,0,0
washboard,washboard,0,1,9,18,8,2,0
washcloth,washcloth,0,0,1,17,8,5,6
washing machine,washing_machine,0,0,2,16,7,11,1
wasp,wasp,10,13,6,5,2,1,0
watch,watch,0,0,0,13,7,12,7
water bottle,water_bottle,0,0,1,10,8,12,6
water cooler,water_cooler,0,1,0,15,9,11,4
water filter,water_filter,0,0,0,10,8,19,2
water fountain,water_fountain,0,0,0,5,7,18,5
water heater,water_heater,1,1,1,18,7,8,3
watering can,watering_can,0,0,0,15,11,9,2
watermelon,watermelon,0,0,0,3,6,11,19
waterwheel,waterwheel,0,0,1,13,6,13,3
wax,wax,1,5,7,15,8,3,1
wax paper,wax_paper,0,1,2,25,7,4,0
weasel,weasel,0,2,3,14,5,6,5
weather vane,weather_vane,0,0,1,17,12,7,2
webcam,webcam,0,0,0,19,6,6,4
wedding cake,wedding_cake,1,0,0,1,2,15,21
wedge,wedge,0,0,1,28,6,1,1
weed,weed,5,9,16,4,0,1,1
wetsuit,wetsuit,0,0,4,20,9,4,0
whale,whale,0,0,0,4,7,14,13
wheat,wheat,0,0,0,13,9,12,3
wheel,wheel,0,0,0,26,5,6,2
wheelbarrow,wheelbarrow,0,1,5,20,11,2,0
wheelchair,wheelchair,0,3,3,22,5,3,3
whip,whip,7,10,7,8,2,1,0
whipped cream,whipped_cream,0,0,1,2,5,15,14
whisk,whisk,0,0,1,17,7,9,3
whistle,whistle,4,10,12,8,2,3,0
whiteboard,whiteboard,0,1,1,23,10,4,0
whoopee cushion,whoopee_cushion,3,4,12,6,4,5,3
wick,wick,0,0,2,21,4,10,0
wig,wig,0,1,5,7,13,8,1
wind chimes,wind_chimes,0,0,1,2,11,12,14
window,window,0,0,0,15,7,11,6
windowsill,windowsill,0,1,0,24,7,5,0
windshield,windshield,0,0,1,27,6,3,0
windshield wiper,windshield_wiper,0,0,1,26,7,4,2
windsock,windsock,0,0,0,23,10,3,1
wine,wine,1,0,0,5,4,18,9
wine bottle,wine_bottle,2,0,1,16,9,6,5
wine cooler,wine_cooler,0,0,0,9,12,10,7
wineglass,wineglass,0,0,1,9,12,8,6
wing,wing,0,0,0,29,4,4,1
wire,wire,0,1,3,27,1,4,2
wire cutters,wire_cutters,0,2,2,28,3,3,1
wok,wok,0,0,0,16,10,9,4
wolf,wolf,2,4,8,11,7,5,2
woman,woman,0,0,0,4,2,23,9
wood,wood,0,0,1,11,16,9,2
wooden leg,wooden_leg,1,8,7,10,4,5,0
workbench,workbench,0,0,0,23,9,3,1
worm,worm,5,8,12,10,1,2,0
wrap,wrap,0,0,0,5,7,11,10
wrapping paper,wrapping_paper,0,0,1,4,13,13,6
wreath,wreath,0,0,0,4,5,19,7
wreck,wreck,24,10,2,1,0,0,0
wrench,wrench,0,0,2,27,7,2,0
wrist,wrist,0,0,0,26,0,6,6
xylophone,xylophone,0,0,0,6,6,15,13
yacht,yacht,0,1,0,4,10,10,12
yak,yak,0,1,3,17,6,11,1
yarn,yarn,0,0,0,11,8,14,2
yo-yo,yo-yo,1,0,0,6,6,17,5
yogurt,yogurt,0,0,1,3,9,16,8
yoke,yoke,2,3,6,17,6,0,0
yolk,yolk,0,2,3,15,10,5,2
zebra,zebra,0,0,1,8,9,11,10
zipper,zipper,0,1,1,20,4,5,4
zucchini,zucchini,0,0,0,10,10,14,5
